miR_ID	circbase_ID
hsa-miR-4441	hsa_circ_0003956
hsa-miR-4441	hsa_circ_0066536
hsa-miR-4446-5p	hsa_circ_0000714
hsa-miR-4448	hsa_circ_0007279
hsa-miR-4449	hsa_circ_0002807
hsa-miR-4453	hsa_circ_0001360
hsa-miR-4453	hsa_circ_0008323
hsa-miR-4456	hsa_circ_0000129
hsa-miR-4456	hsa_circ_0061346
hsa-miR-4456	hsa_circ_0075320
hsa-miR-4459	hsa_circ_0067161
hsa-miR-4463	hsa_circ_0004525
hsa-miR-4463	hsa_circ_0008584
hsa-miR-4463	hsa_circ_0008926
hsa-miR-4465	hsa_circ_0074559
hsa-miR-4467	hsa_circ_0048764
hsa-miR-4470	hsa_circ_0001190
hsa-miR-4473	hsa_circ_0034642
hsa-miR-4474-5p	hsa_circ_0001726
hsa-miR-4476	hsa_circ_0036766
hsa-miR-4477b	hsa_circ_0001726
hsa-miR-4478	hsa_circ_0031132
hsa-miR-4486	hsa_circ_0006913
hsa-miR-4488	hsa_circ_0040773
hsa-miR-4489	hsa_circ_0031132
hsa-miR-448	hsa_circ_0001439
hsa-miR-448	hsa_circ_0001440
hsa-miR-4490	hsa_circ_0005479
hsa-miR-4492	hsa_circ_0000129
hsa-miR-4492	hsa_circ_0000735
hsa-miR-4492	hsa_circ_0002490
hsa-miR-4492	hsa_circ_0040773
hsa-miR-4494	hsa_circ_0000809
hsa-miR-4494	hsa_circ_0005185
hsa-miR-4495	hsa_circ_0002225
hsa-miR-4495	hsa_circ_0005281
hsa-miR-4496	hsa_circ_0000945
hsa-miR-449b-3p	hsa_circ_0017628
hsa-miR-449c-5p	hsa_circ_0000549
hsa-miR-449c-5p	hsa_circ_0000676
hsa-miR-4507	hsa_circ_0041871
hsa-miR-450a-2-3p	hsa_circ_0086684
hsa-miR-450b-3p	hsa_circ_0004650
hsa-miR-4510	hsa_circ_0008584
hsa-miR-4510	hsa_circ_0032154
hsa-miR-4512	hsa_circ_0000038
hsa-miR-4512	hsa_circ_0001348
hsa-miR-4512	hsa_circ_0063526
hsa-miR-4514	hsa_circ_0002225
hsa-miR-4514	hsa_circ_0005281
hsa-miR-4516	hsa_circ_0052767
hsa-miR-4517	hsa_circ_0003956
hsa-miR-4519	hsa_circ_0026134
hsa-miR-451b	hsa_circ_0000204
hsa-miR-4520-2-3p	hsa_circ_0009654
hsa-miR-4520-3p	hsa_circ_0009654
hsa-miR-4521	hsa_circ_0009172
hsa-miR-4521	hsa_circ_0076700
hsa-miR-452-3p	hsa_circ_0000676
hsa-miR-452-3p	hsa_circ_0001772
hsa-miR-452-3p	hsa_circ_0083092
hsa-miR-4524a-3p	hsa_circ_0006801
hsa-miR-4524b-3p	hsa_circ_0022383
hsa-miR-452-5p	hsa_circ_0009172
hsa-miR-4528	hsa_circ_0006900
hsa-miR-4528	hsa_circ_0006913
hsa-miR-4528	hsa_circ_0076700
hsa-miR-4529-3p	hsa_circ_0063089
hsa-miR-4536-5p	hsa_circ_0074559
hsa-miR-4538	hsa_circ_0008323
hsa-miR-454-3p	hsa_circ_0072904
hsa-miR-454-5p	hsa_circ_0000809
hsa-miR-455-3p	hsa_circ_0076700
hsa-miR-455-5p	hsa_circ_0041871
hsa-miR-4632-3p	hsa_circ_0066536
hsa-miR-4632-5p	hsa_circ_0036188
hsa-miR-4638-5p	hsa_circ_0005317
hsa-miR-4639-3p	hsa_circ_0008584
hsa-miR-4641	hsa_circ_0005785
hsa-miR-4642	hsa_circ_0063089
hsa-miR-4644	hsa_circ_0014306
hsa-miR-4645-5p	hsa_circ_0052767
hsa-miR-4646-3p	hsa_circ_0000735
hsa-miR-4646-3p	hsa_circ_0085918
hsa-miR-4646-5p	hsa_circ_0001057
hsa-miR-4649-3p	hsa_circ_0000500
hsa-miR-4650-5p	hsa_circ_0008323
hsa-miR-4650-5p	hsa_circ_0036188
hsa-miR-4651	hsa_circ_0086684
hsa-miR-4652-3p	hsa_circ_0076700
hsa-miR-4653-3p	hsa_circ_0060539
hsa-miR-4655-3p	hsa_circ_0002157
hsa-miR-4656	hsa_circ_0003079
hsa-miR-4657	hsa_circ_0001057
hsa-miR-4659a-3p	hsa_circ_0004204
hsa-miR-4659a-3p	hsa_circ_0009172
hsa-miR-4659b-3p	hsa_circ_0009172
hsa-miR-4661-3p	hsa_circ_0005785
hsa-miR-4661-3p	hsa_circ_0006900
hsa-miR-4661-3p	hsa_circ_0074598
hsa-miR-4661-5p	hsa_circ_0074559
hsa-miR-4662a-5p	hsa_circ_0014306
hsa-miR-4663	hsa_circ_0040773
hsa-miR-4663	hsa_circ_0062603
hsa-miR-4666b	hsa_circ_0061346
hsa-miR-4666b	hsa_circ_0086684
hsa-miR-4667-3p	hsa_circ_0060539
hsa-miR-4667-5p	hsa_circ_0000735
hsa-miR-4668-5p	hsa_circ_0001190
hsa-miR-4671-5p	hsa_circ_0004291
hsa-miR-4674	hsa_circ_0033144
hsa-miR-4674	hsa_circ_0039930
hsa-miR-4675	hsa_circ_0005479
hsa-miR-4675	hsa_circ_0015270
hsa-miR-4675	hsa_circ_0017726
hsa-miR-4675	hsa_circ_0022383
hsa-miR-4676-3p	hsa_circ_0005965
hsa-miR-4676-3p	hsa_circ_0006935
hsa-miR-4676-5p	hsa_circ_0009654
hsa-miR-4677-3p	hsa_circ_0000324
hsa-miR-4677-3p	hsa_circ_0012673
hsa-miR-4677-5p	hsa_circ_0000044
hsa-miR-4677-5p	hsa_circ_0063089
hsa-miR-4677-5p	hsa_circ_0066536
hsa-miR-4677-5p	hsa_circ_0076700
hsa-miR-4678	hsa_circ_0008323
hsa-miR-4678	hsa_circ_0074559
hsa-miR-4679	hsa_circ_0074559
hsa-miR-4682	hsa_circ_0000044
hsa-miR-4683	hsa_circ_0000574
hsa-miR-4683	hsa_circ_0005317
hsa-miR-4683	hsa_circ_0008323
hsa-miR-4684-3p	hsa_circ_0001756
hsa-miR-4684-5p	hsa_circ_0004650
hsa-miR-4685-5p	hsa_circ_0041252
hsa-miR-4686	hsa_circ_0074559
hsa-miR-4687-5p	hsa_circ_0007178
hsa-miR-4688	hsa_circ_0055954
hsa-miR-4689	hsa_circ_0041871
hsa-miR-4690-5p	hsa_circ_0007178
hsa-miR-4690-5p	hsa_circ_0013058
hsa-miR-4691-3p	hsa_circ_0034642
hsa-miR-4691-5p	hsa_circ_0004650
hsa-miR-4691-5p	hsa_circ_0052767
hsa-miR-4693-3p	hsa_circ_0074559
hsa-miR-4693-5p	hsa_circ_0066536
hsa-miR-4695-3p	hsa_circ_0016760
hsa-miR-4695-3p	hsa_circ_0063089
hsa-miR-4695-5p	hsa_circ_0034642
hsa-miR-4695-5p	hsa_circ_0054673
hsa-miR-4697-3p	hsa_circ_0080425
hsa-miR-4699-5p	hsa_circ_0041871
hsa-miR-4701-5p	hsa_circ_0032154
hsa-miR-4701-5p	hsa_circ_0085918
hsa-miR-4703-5p	hsa_circ_0004650
hsa-miR-4704-3p	hsa_circ_0012673
hsa-miR-4704-5p	hsa_circ_0076700
hsa-miR-4705	hsa_circ_0007148
hsa-miR-4706	hsa_circ_0002807
hsa-miR-4706	hsa_circ_0048764
hsa-miR-4709-3p	hsa_circ_0063089
hsa-miR-4709-5p	hsa_circ_0000567
hsa-miR-4709-5p	hsa_circ_0004650
hsa-miR-4709-5p	hsa_circ_0033149
hsa-miR-4711-3p	hsa_circ_0001726
hsa-miR-4711-5p	hsa_circ_0004650
hsa-miR-4712-5p	hsa_circ_0048764
hsa-miR-4712-5p	hsa_circ_0048766
hsa-miR-4713-5p	hsa_circ_0000500
hsa-miR-4713-5p	hsa_circ_0000714
hsa-miR-4713-5p	hsa_circ_0003438
hsa-miR-4713-5p	hsa_circ_0048956
hsa-miR-4715-3p	hsa_circ_0088457
hsa-miR-4715-5p	hsa_circ_0005782
hsa-miR-4716-3p	hsa_circ_0074559
hsa-miR-4716-5p	hsa_circ_0005785
hsa-miR-4717-5p	hsa_circ_0000735
hsa-miR-4718	hsa_circ_0080425
hsa-miR-4719	hsa_circ_0074559
hsa-miR-4720-3p	hsa_circ_0063526
hsa-miR-4721	hsa_circ_0012673
hsa-miR-4723-3p	hsa_circ_0000020
hsa-miR-4726-5p	hsa_circ_0016121
hsa-miR-4726-5p	hsa_circ_0017628
hsa-miR-4727-3p	hsa_circ_0008323
hsa-miR-4727-5p	hsa_circ_0001190
hsa-miR-4727-5p	hsa_circ_0034642
hsa-miR-4729	hsa_circ_0052767
hsa-miR-4731-5p	hsa_circ_0008323
hsa-miR-4731-5p	hsa_circ_0076700
hsa-miR-4732-5p	hsa_circ_0001360
hsa-miR-4733-3p	hsa_circ_0023115
hsa-miR-4736	hsa_circ_0086684
hsa-miR-4739	hsa_circ_0089153
hsa-miR-4740-5p	hsa_circ_0000567
hsa-miR-4740-5p	hsa_circ_0033149
hsa-miR-4742-3p	hsa_circ_0018242
hsa-miR-4743-3p	hsa_circ_0001772
hsa-miR-4743-3p	hsa_circ_0083092
hsa-miR-4745-3p	hsa_circ_0003899
hsa-miR-4745-5p	hsa_circ_0009654
hsa-miR-4746-3p	hsa_circ_0055954
hsa-miR-4746-5p	hsa_circ_0034642
hsa-miR-4746-5p	hsa_circ_0051718
hsa-miR-4747-3p	hsa_circ_0001756
hsa-miR-4747-3p	hsa_circ_0002807
hsa-miR-4747-3p	hsa_circ_0005699
hsa-miR-4747-5p	hsa_circ_0055954
hsa-miR-4748	hsa_circ_0001009
hsa-miR-4748	hsa_circ_0054673
hsa-miR-4750-3p	hsa_circ_0000792
hsa-miR-4751	hsa_circ_0048764
hsa-miR-4751	hsa_circ_0063089
hsa-miR-4753-3p	hsa_circ_0000567
hsa-miR-4754	hsa_circ_0008323
hsa-miR-4757-5p	hsa_circ_0036766
hsa-miR-4757-5p	hsa_circ_0076700
hsa-miR-4760-5p	hsa_circ_0006868
hsa-miR-4761-5p	hsa_circ_0004291
hsa-miR-4761-5p	hsa_circ_0092327
hsa-miR-4762-3p	hsa_circ_0000204
hsa-miR-4762-5p	hsa_circ_0001772
hsa-miR-4763-3p	hsa_circ_0075329
hsa-miR-4764-5p	hsa_circ_0051718
hsa-miR-4766-5p	hsa_circ_0052767
hsa-miR-4766-5p	hsa_circ_0088457
hsa-miR-4769-3p	hsa_circ_0008068
hsa-miR-4769-3p	hsa_circ_0063089
hsa-miR-4773	hsa_circ_0005699
hsa-miR-4773	hsa_circ_0041252
hsa-miR-4775	hsa_circ_0001746
hsa-miR-4775	hsa_circ_0074559
hsa-miR-4776-3p	hsa_circ_0048956
hsa-miR-4776-5p	hsa_circ_0075320
hsa-miR-4777-5p	hsa_circ_0001696
hsa-miR-4777-5p	hsa_circ_0002315
hsa-miR-4778-5p	hsa_circ_0004204
hsa-miR-4779	hsa_circ_0005699
hsa-miR-4779	hsa_circ_0017628
hsa-miR-4779	hsa_circ_0017726
hsa-miR-4783-3p	hsa_circ_0063526
hsa-miR-4783-5p	hsa_circ_0048764
hsa-miR-4783-5p	hsa_circ_0048766
hsa-miR-4786-3p	hsa_circ_0047641
hsa-miR-4786-5p	hsa_circ_0085918
hsa-miR-4787-5p	hsa_circ_0089153
hsa-miR-4790-3p	hsa_circ_0036188
hsa-miR-4793-5p	hsa_circ_0017726
hsa-miR-4794	hsa_circ_0008323
hsa-miR-4794	hsa_circ_0022392
hsa-miR-4796-3p	hsa_circ_0003602
hsa-miR-4799-5p	hsa_circ_0001492
hsa-miR-4801	hsa_circ_0004650
hsa-miR-4802-3p	hsa_circ_0017726
hsa-miR-4802-3p	hsa_circ_0034642
hsa-miR-4803	hsa_circ_0006900
hsa-miR-483-3p	hsa_circ_0007059
hsa-miR-484	hsa_circ_0055954
hsa-miR-484	hsa_circ_0092327
hsa-miR-485-5p	hsa_circ_0018242
hsa-miR-488-3p	hsa_circ_0074854
hsa-miR-488-5p	hsa_circ_0000673
hsa-miR-489-3p	hsa_circ_0005699
hsa-miR-493-5p	hsa_circ_0034642
hsa-miR-493-5p	hsa_circ_0060035
hsa-miR-494-5p	hsa_circ_0000141
hsa-miR-494-5p	hsa_circ_0034642
hsa-miR-495-5p	hsa_circ_0086684
hsa-miR-495-5p	hsa_circ_0088046
hsa-miR-496	hsa_circ_0005479
hsa-miR-497-5p	hsa_circ_0075320
hsa-miR-497-5p	hsa_circ_0076700
hsa-miR-499a-3p	hsa_circ_0036188
hsa-miR-499b-3p	hsa_circ_0068697
hsa-miR-499b-5p	hsa_circ_0008382
hsa-miR-5001-3p	hsa_circ_0055954
hsa-miR-5001-3p	hsa_circ_0083757
hsa-miR-5001-5p	hsa_circ_0001726
hsa-miR-5001-5p	hsa_circ_0004650
hsa-miR-5001-5p	hsa_circ_0067161
hsa-miR-5001-5p	hsa_circ_0086684
hsa-miR-5003-3p	hsa_circ_0063089
hsa-miR-5004-5p	hsa_circ_0005785
hsa-miR-5006-3p	hsa_circ_0008382
hsa-miR-5006-5p	hsa_circ_0007586
hsa-miR-5006-5p	hsa_circ_0036188
hsa-miR-5006-5p	hsa_circ_0036766
hsa-miR-5008-5p	hsa_circ_0008323
hsa-miR-500b-3p	hsa_circ_0008323
hsa-miR-500b-5p	hsa_circ_0041252
hsa-miR-502-3p	hsa_circ_0034642
hsa-miR-502-5p	hsa_circ_0017726
hsa-miR-506-3p	hsa_circ_0017628
hsa-miR-506-5p	hsa_circ_0041871
hsa-miR-507	hsa_circ_0030509
hsa-miR-507	hsa_circ_0086684
hsa-miR-508-5p	hsa_circ_0007024
hsa-miR-5088-3p	hsa_circ_0004650
hsa-miR-5089-5p	hsa_circ_0000129
hsa-miR-5090	hsa_circ_0004291
hsa-miR-5092	hsa_circ_0030509
hsa-miR-509-3-5p	hsa_circ_0026134
hsa-miR-5096	hsa_circ_0000044
hsa-miR-5096	hsa_circ_0002490
hsa-miR-5096	hsa_circ_0022383
hsa-miR-5096	hsa_circ_0071649
hsa-miR-510-3p	hsa_circ_0006868
hsa-miR-510-3p	hsa_circ_0030509
hsa-miR-513a-5p	hsa_circ_0018242
hsa-miR-513c-5p	hsa_circ_0000676
hsa-miR-513c-5p	hsa_circ_0034642
hsa-miR-513c-5p	hsa_circ_0083757
hsa-miR-513c-5p	hsa_circ_0086684
hsa-miR-514a-5p	hsa_circ_0000128
hsa-miR-514b-5p	hsa_circ_0001726
hsa-miR-514b-5p	hsa_circ_0060539
hsa-miR-516a-3p	hsa_circ_0001746
hsa-miR-516a-3p	hsa_circ_0075320
hsa-miR-516a-5p	hsa_circ_0001756
hsa-miR-516b-3p	hsa_circ_0001746
hsa-miR-516b-3p	hsa_circ_0075320
hsa-miR-516b-5p	hsa_circ_0075329
hsa-miR-517-5p	hsa_circ_0001756
hsa-miR-517a-3p	hsa_circ_0004204
hsa-miR-517b-3p	hsa_circ_0004204
hsa-miR-5187-5p	hsa_circ_0004650
hsa-miR-5187-5p	hsa_circ_0034642
hsa-miR-5187-5p	hsa_circ_0051718
hsa-miR-5187-5p	hsa_circ_0078607
hsa-miR-5189-5p	hsa_circ_0000020
hsa-miR-5189-5p	hsa_circ_0006784
hsa-miR-518c-5p	hsa_circ_0060539
hsa-miR-518e-3p	hsa_circ_0008323
hsa-miR-5190	hsa_circ_0001818
hsa-miR-5190	hsa_circ_0034642
hsa-miR-5192	hsa_circ_0078607
hsa-miR-5193	hsa_circ_0000044
hsa-miR-5193	hsa_circ_0062603
hsa-miR-5194	hsa_circ_0002807
hsa-miR-5194	hsa_circ_0006156
hsa-miR-5194	hsa_circ_0007148
hsa-miR-5194	hsa_circ_0008539
hsa-miR-5194	hsa_circ_0031027
hsa-miR-5197-3p	hsa_circ_0000129
hsa-miR-5197-5p	hsa_circ_0000020
hsa-miR-519d-5p	hsa_circ_0004650
hsa-miR-519d-5p	hsa_circ_0008323
hsa-miR-519d-5p	hsa_circ_0064288
hsa-miR-520a-3p	hsa_circ_0008068
hsa-miR-520b	hsa_circ_0008323
hsa-miR-520b	hsa_circ_0008382
hsa-miR-520c-3p	hsa_circ_0008382
hsa-miR-520d-3p	hsa_circ_0001190
hsa-miR-520d-3p	hsa_circ_0018242
hsa-miR-520e	hsa_circ_0001190
hsa-miR-520f-5p	hsa_circ_0003602
hsa-miR-520f-5p	hsa_circ_0008639
hsa-miR-520g-5p	hsa_circ_0005161
hsa-miR-520g-5p	hsa_circ_0008539
hsa-miR-520g-5p	hsa_circ_0030509
hsa-miR-520g-5p	hsa_circ_0031027
hsa-miR-525-5p	hsa_circ_0005965
hsa-miR-525-5p	hsa_circ_0006935
hsa-miR-525-5p	hsa_circ_0016121
hsa-miR-525-5p	hsa_circ_0062603
hsa-miR-525-5p	hsa_circ_0070616
hsa-miR-532-5p	hsa_circ_0033144
hsa-miR-541-3p	hsa_circ_0086684
hsa-miR-542-3p	hsa_circ_0001756
hsa-miR-544a	hsa_circ_0000044
hsa-miR-544a	hsa_circ_0068851
hsa-miR-548a-5p	hsa_circ_0008323
hsa-miR-548aa	hsa_circ_0000647
hsa-miR-548aa	hsa_circ_0006795
hsa-miR-548ae-3p	hsa_circ_0001190
hsa-miR-548ah-3p	hsa_circ_0001190
hsa-miR-548ai	hsa_circ_0000567
hsa-miR-548aj-3p	hsa_circ_0001190
hsa-miR-548aj-5p	hsa_circ_0001190
hsa-miR-548aj-5p	hsa_circ_0001772
hsa-miR-548aj-5p	hsa_circ_0083092
hsa-miR-548am-3p	hsa_circ_0001190
hsa-miR-548aq-3p	hsa_circ_0001190
hsa-miR-548aq-5p	hsa_circ_0001646
hsa-miR-548aq-5p	hsa_circ_0006795
hsa-miR-548ar-3p	hsa_circ_0000714
hsa-miR-548ar-3p	hsa_circ_0040203
hsa-miR-548as-3p	hsa_circ_0018242
hsa-miR-548as-5p	hsa_circ_0054673
hsa-miR-548at-5p	hsa_circ_0003956
hsa-miR-548av-5p	hsa_circ_0001348
hsa-miR-548ax	hsa_circ_0078605
hsa-miR-548ax	hsa_circ_0078607
hsa-miR-548ay-5p	hsa_circ_0001492
hsa-miR-548az-3p	hsa_circ_0008323
hsa-miR-548az-5p	hsa_circ_0000500
hsa-miR-548az-5p	hsa_circ_0005785
hsa-miR-548az-5p	hsa_circ_0089153
hsa-miR-548b-3p	hsa_circ_0003899
hsa-miR-548b-3p	hsa_circ_0008323
hsa-miR-548b-5p	hsa_circ_0089153
hsa-miR-548ba	hsa_circ_0076700
hsa-miR-548bb-3p	hsa_circ_0007024
hsa-miR-548bb-5p	hsa_circ_0006795
hsa-miR-548d-3p	hsa_circ_0004525
hsa-miR-548d-5p	hsa_circ_0001646
hsa-miR-548e-5p	hsa_circ_0001348
hsa-miR-548e-5p	hsa_circ_0003602
hsa-miR-548e-5p	hsa_circ_0005785
hsa-miR-548g-3p	hsa_circ_0001348
hsa-miR-548g-3p	hsa_circ_0001439
hsa-miR-548g-3p	hsa_circ_0001440
hsa-miR-548g-5p	hsa_circ_0001190
hsa-miR-548g-5p	hsa_circ_0001772
hsa-miR-548g-5p	hsa_circ_0083092
hsa-miR-548h-3p	hsa_circ_0060539
hsa-miR-548h-5p	hsa_circ_0006795
hsa-miR-548i	hsa_circ_0001646
hsa-miR-548i	hsa_circ_0008323
hsa-miR-548j-3p	hsa_circ_0004368
hsa-miR-548j-5p	hsa_circ_0006795
hsa-miR-548k	hsa_circ_0034642
hsa-miR-548m	hsa_circ_0008323
hsa-miR-548n	hsa_circ_0001190
hsa-miR-548n	hsa_circ_0009172
hsa-miR-548n	hsa_circ_0015270
hsa-miR-548p	hsa_circ_0000676
hsa-miR-548p	hsa_circ_0002225
hsa-miR-548p	hsa_circ_0005281
hsa-miR-548q	hsa_circ_0009172
hsa-miR-548s	hsa_circ_0063089
hsa-miR-548t-3p	hsa_circ_0000647
hsa-miR-548t-3p	hsa_circ_0006795
hsa-miR-548t-5p	hsa_circ_0055954
hsa-miR-548t-5p	hsa_circ_0089153
hsa-miR-548u	hsa_circ_0062603
hsa-miR-548w	hsa_circ_0006795
hsa-miR-548x-3p	hsa_circ_0001190
hsa-miR-548x-5p	hsa_circ_0001190
hsa-miR-548x-5p	hsa_circ_0001772
hsa-miR-548x-5p	hsa_circ_0083092
hsa-miR-548z	hsa_circ_0060539
hsa-miR-550a-3p	hsa_circ_0008068
hsa-miR-551b-5p	hsa_circ_0001439
hsa-miR-551b-5p	hsa_circ_0001440
hsa-miR-552-3p	hsa_circ_0001726
hsa-miR-552-3p	hsa_circ_0034642
hsa-miR-553	hsa_circ_0088046
hsa-miR-556-5p	hsa_circ_0000038
hsa-miR-5572	hsa_circ_0000809
hsa-miR-557	hsa_circ_0006795
hsa-miR-5580-3p	hsa_circ_0000129
hsa-miR-5581-5p	hsa_circ_0000735
hsa-miR-5581-5p	hsa_circ_0040773
hsa-miR-5582-3p	hsa_circ_0001190
hsa-miR-5582-3p	hsa_circ_0006900
hsa-miR-5583-3p	hsa_circ_0030509
hsa-miR-5584-3p	hsa_circ_0041252
hsa-miR-5584-5p	hsa_circ_0008068
hsa-miR-5584-5p	hsa_circ_0062603
hsa-miR-5584-5p	hsa_circ_0062610
hsa-miR-5586-5p	hsa_circ_0048956
hsa-miR-5587-5p	hsa_circ_0005317
hsa-miR-5588-3p	hsa_circ_0000044
hsa-miR-5589-5p	hsa_circ_0004650
hsa-miR-5589-5p	hsa_circ_0056731
hsa-miR-559	hsa_circ_0013058
hsa-miR-561-5p	hsa_circ_0036766
hsa-miR-566	hsa_circ_0071649
hsa-miR-567	hsa_circ_0076700
hsa-miR-5681b	hsa_circ_0026134
hsa-miR-5688	hsa_circ_0007024
hsa-miR-5690	hsa_circ_0001818
hsa-miR-5690	hsa_circ_0004650
hsa-miR-5690	hsa_circ_0074559
hsa-miR-5692a	hsa_circ_0004650
hsa-miR-5692c	hsa_circ_0002807
hsa-miR-5695	hsa_circ_0004271
hsa-miR-5696	hsa_circ_0000129
hsa-miR-5697	hsa_circ_0008323
hsa-miR-5698	hsa_circ_0012673
hsa-miR-5699-3p	hsa_circ_0061346
hsa-miR-5699-5p	hsa_circ_0018242
hsa-miR-5701	hsa_circ_0061346
hsa-miR-5703	hsa_circ_0002807
hsa-miR-5703	hsa_circ_0003695
hsa-miR-570-3p	hsa_circ_0013058
hsa-miR-570-5p	hsa_circ_0000567
hsa-miR-5706	hsa_circ_0003534
hsa-miR-5706	hsa_circ_0032154
hsa-miR-575	hsa_circ_0036766
hsa-miR-575	hsa_circ_0061346
hsa-miR-576-3p	hsa_circ_0001190
hsa-miR-576-5p	hsa_circ_0016760
hsa-miR-576-5p	hsa_circ_0027774
hsa-miR-578	hsa_circ_0005785
hsa-miR-578	hsa_circ_0028196
hsa-miR-579-3p	hsa_circ_0062603
hsa-miR-580-3p	hsa_circ_0009006
hsa-miR-587	hsa_circ_0002807
hsa-miR-588	hsa_circ_0033144
hsa-miR-589-3p	hsa_circ_0008323
hsa-miR-595	hsa_circ_0000809
hsa-miR-598-5p	hsa_circ_0017726
hsa-miR-601	hsa_circ_0008323
hsa-miR-6069	hsa_circ_0030509
hsa-miR-6071	hsa_circ_0041871
hsa-miR-6072	hsa_circ_0041871
hsa-miR-6072	hsa_circ_0086684
hsa-miR-6073	hsa_circ_0034642
hsa-miR-6076	hsa_circ_0005161
hsa-miR-6076	hsa_circ_0008539
hsa-miR-6076	hsa_circ_0031027
hsa-miR-6076	hsa_circ_0074559
hsa-miR-6077	hsa_circ_0004650
hsa-miR-6079	hsa_circ_0063089
hsa-miR-607	hsa_circ_0001057
hsa-miR-6081	hsa_circ_0001847
hsa-miR-6081	hsa_circ_0002225
hsa-miR-6081	hsa_circ_0003945
hsa-miR-6081	hsa_circ_0074559
hsa-miR-6082	hsa_circ_0086684
hsa-miR-6085	hsa_circ_0000129
hsa-miR-6086	hsa_circ_0000038
hsa-miR-6087	hsa_circ_0026134
hsa-miR-608	hsa_circ_0017726
hsa-miR-608	hsa_circ_0055954
hsa-miR-610	hsa_circ_0016760
hsa-miR-610	hsa_circ_0074854
hsa-miR-6126	hsa_circ_0026134
hsa-miR-6127	hsa_circ_0063226
hsa-miR-6129	hsa_circ_0006156
hsa-miR-6129	hsa_circ_0007148
hsa-miR-6129	hsa_circ_0008323
hsa-miR-6129	hsa_circ_0063226
hsa-miR-612	hsa_circ_0000676
hsa-miR-612	hsa_circ_0062603
hsa-miR-612	hsa_circ_0067161
hsa-miR-6130	hsa_circ_0006156
hsa-miR-6130	hsa_circ_0007148
hsa-miR-6131	hsa_circ_0003899
hsa-miR-6134	hsa_circ_0000129
hsa-miR-6134	hsa_circ_0006913
hsa-miR-614	hsa_circ_0008323
hsa-miR-616-3p	hsa_circ_0030509
hsa-miR-6165	hsa_circ_0004368
hsa-miR-6165	hsa_circ_0016760
hsa-miR-619-3p	hsa_circ_0007148
hsa-miR-619-3p	hsa_circ_0008323
hsa-miR-619-5p	hsa_circ_0056731
hsa-miR-620	hsa_circ_0059665
hsa-miR-621	hsa_circ_0066536
hsa-miR-623	hsa_circ_0008926
hsa-miR-624-3p	hsa_circ_0009109
hsa-miR-624-5p	hsa_circ_0007024
hsa-miR-624-5p	hsa_circ_0060539
hsa-miR-625-3p	hsa_circ_0001746
hsa-miR-625-5p	hsa_circ_0001439
hsa-miR-625-5p	hsa_circ_0001440
hsa-miR-625-5p	hsa_circ_0036188
hsa-miR-627-3p	hsa_circ_0006784
hsa-miR-627-5p	hsa_circ_0001847
hsa-miR-627-5p	hsa_circ_0001849
hsa-miR-627-5p	hsa_circ_0086684
hsa-miR-631	hsa_circ_0005699
hsa-miR-632	hsa_circ_0061346
hsa-miR-632	hsa_circ_0074559
hsa-miR-633	hsa_circ_0008274
hsa-miR-635	hsa_circ_0076700
hsa-miR-636	hsa_circ_0001726
hsa-miR-637	hsa_circ_0015494
hsa-miR-637	hsa_circ_0036188
hsa-miR-639	hsa_circ_0063089
hsa-miR-640	hsa_circ_0063329
hsa-miR-641	hsa_circ_0008323
hsa-miR-644a	hsa_circ_0055954
hsa-miR-646	hsa_circ_0041252
hsa-miR-646	hsa_circ_0062603
hsa-miR-647	hsa_circ_0006913
hsa-miR-6501-3p	hsa_circ_0052767
hsa-miR-6501-5p	hsa_circ_0003695
hsa-miR-6504-5p	hsa_circ_0034642
hsa-miR-6505-3p	hsa_circ_0076700
hsa-miR-6505-5p	hsa_circ_0089153
hsa-miR-6509-5p	hsa_circ_0041871
hsa-miR-650	hsa_circ_0000038
hsa-miR-6510-5p	hsa_circ_0060539
hsa-miR-6511a-3p	hsa_circ_0008068
hsa-miR-6511a-5p	hsa_circ_0041871
hsa-miR-6511a-5p	hsa_circ_0052767
hsa-miR-651-3p	hsa_circ_0005699
hsa-miR-651-3p	hsa_circ_0008323
hsa-miR-6514-5p	hsa_circ_0026134
hsa-miR-6515-3p	hsa_circ_0014306
hsa-miR-653-5p	hsa_circ_0063526
hsa-miR-654-3p	hsa_circ_0002157
hsa-miR-658	hsa_circ_0004650
hsa-miR-659-3p	hsa_circ_0063329
hsa-miR-659-5p	hsa_circ_0004271
hsa-miR-660-3p	hsa_circ_0041252
hsa-miR-661	hsa_circ_0048764
hsa-miR-663b	hsa_circ_0034642
hsa-miR-663b	hsa_circ_0086684
hsa-miR-664a-5p	hsa_circ_0030509
hsa-miR-665	hsa_circ_0001190
hsa-miR-665	hsa_circ_0054673
hsa-miR-668-3p	hsa_circ_0000141
hsa-miR-668-5p	hsa_circ_0055954
hsa-miR-670-3p	hsa_circ_0003079
hsa-miR-670-3p	hsa_circ_0008382
hsa-miR-6715a-3p	hsa_circ_0008323
hsa-miR-6715b-3p	hsa_circ_0030509
hsa-miR-6715b-5p	hsa_circ_0062603
hsa-miR-671-5p	hsa_circ_0008926
hsa-miR-6716-3p	hsa_circ_0000567
hsa-miR-6716-3p	hsa_circ_0033149
hsa-miR-6720-5p	hsa_circ_0000129
