Symbol	logFC	AveExpr	t	P.Value	adj.P.Val	B
KRTCAP2	0.470771488871753	10.9257536549273	4.25349113161067	0.0027869856197025	0.0308676441688141	-1.92416634497418
RPS27	0.477577645558462	11.4539630252785	4.25293183846264	0.00278910371278421	0.0308676441688141	-1.92497204221474
PCDHB3	-1.63523961607695	4.23129525219779	-4.2527871352696	0.00278965199974585	0.0308676441688141	-1.92518050344381
EXOSC8	0.527632661696531	8.58157348706431	4.24942010038101	0.0028024427710941	0.0309877299218696	-1.93003192046481
TXN2	0.672409856757665	5.95448570909035	4.24762939035339	0.00280927115043467	0.0310329685957402	-1.93261272199194
ZFP36L1	0.868729802757431	6.34430092054358	4.24732966659182	0.00281041581878991	0.0310329685957402	-1.93304473259684
ITGB1	-0.73149206467108	9.32268567029327	-4.24586993824786	0.00281599783951286	0.0310731466224783	-1.93514890928827
LOC644315	0.43077332571195	11.6502473807775	4.24417043787243	0.00282251184021055	0.0311020963563932	-1.93759908776148
ALDH1B1	0.672298195134998	8.04065440854798	4.24258499068619	0.00282860335959762	0.0311477542125388	-1.93988519780788
RYBP	-0.575329496386315	8.5677263961821	-4.24020062892577	0.00283779116994971	0.0312274212087584	-1.94332394871962
EXT2	-0.51998886627499	7.17739457101528	-4.23928250483492	0.00284133762390593	0.0312449431008473	-1.94464828766035
ZNF93	-2.95916627746648	3.54622497114905	-4.23767649855509	0.00284755268477799	0.0312702746407385	-1.94696513740192
MNT	-0.506696842684906	7.26951610299187	-4.23775821855383	0.00284723608351366	0.0312702746407385	-1.94684723819157
AP1GBP1	-0.970743607119612	2.79370046310456	-4.23422485849684	0.00286095986883605	0.0313959418962386	-1.95194574118982
NCKIPSD	-0.406117268643658	7.67259062335689	-4.2327010182026	0.00286690058509103	0.0314324467335033	-1.95414511993309
REPS2	-0.795053339770655	7.15761858694894	-4.23236351783526	0.00286821813648016	0.0314324467335033	-1.95463228230421
TRIM13	-0.829532588556675	4.90818017141591	-4.23057613666627	0.00287520671482534	0.0314874521666728	-1.95721252807481
SGK	0.93779296353447	5.03728499715596	4.22911393335851	0.00288093753399979	0.0315143861209222	-1.95932368031422
MSTO1	0.802680010505163	6.2859598224438	4.22894303593388	0.00288160813739373	0.0315143861209222	-1.9595704440959
CCDC45	0.439936609604306	6.8138771022366	4.22761544520444	0.00288682336111657	0.0315498419144859	-1.96148752922899
RAB3IP	-0.472250602374227	7.7891056801014	-4.2259685157676	0.0028933072199865	0.0315991046040739	-1.96386609010076
FAM129B	-0.383311137980412	10.795520900994	-4.21940009177017	0.00291932350694809	0.0317900251984323	-1.97335621203216
ETS1	0.506317913252623	8.05827676660808	4.2194066443413	0.00291929742796976	0.0317900251984323	-1.97334674183356
EXD2	-0.359515601341883	8.45510496771211	-4.22061354043772	0.00291449831431877	0.0317900251984323	-1.97160255922083
ADSS	0.727263340460696	7.40275936282306	4.21904686946559	0.00292072969019307	0.0317900251984323	-1.97386672050499
LOC647150	0.603368213478335	8.65763546796996	4.22045841154937	0.0029151146931499	0.0317900251984323	-1.97182673714463
NACAP1	0.700907021668696	7.25285074203595	4.21789387206531	0.00292532488050744	0.0318183806220636	-1.97553325583061
FURIN	-1.4487050000065	2.91056572154703	-4.21549791365602	0.00293489877995218	0.031879141706967	-1.97899694838409
PARP16	-0.889557170851178	4.88503510305992	-4.21592169902195	0.00293320293678473	0.031879141706967	-1.97838424955558
KIF1B	-0.436305120954909	9.55608010689888	-4.21352048540407	0.00294282576806499	0.0319190667536213	-1.98185619601136
UGT1A6	1.25837597329882	3.12630786941385	4.21392183034008	0.0029412150149893	0.0319190667536213	-1.98127583050284
SUCLG1	0.455280430262521	9.9105783802228	4.21308780385565	0.0029445633536551	0.0319190667536213	-1.98248190085958
SPRY2	1.57137125415255	4.35718215771586	4.211163381927	0.0029523049749532	0.031959650808752	-1.98526513940423
LRG1	0.904276130153098	4.84714713509416	4.20944538610027	0.00295923473926922	0.0320129934006601	-1.98775026251292
SEC24C	-0.472830053120878	9.6519285030782	-4.20745777690612	0.00296727393430706	0.032078257562972	-1.99062589737774
LPCAT1	0.567631575276422	7.30264211222212	4.2061027178397	0.00297276819122707	0.0321159396010335	-1.9925866840167
RSBN1	-0.348849228751447	7.66665259851427	-4.20521035836633	0.00297639236931512	0.032133381224159	-1.99387807744316
C22orf28	0.42203364494288	8.76856923888694	4.19177187525272	0.00303155105273056	0.0326847402441733	-2.01333910760704
ZDHHC24	-0.602197445688203	6.18886680418592	-4.1897878825515	0.00303978741506085	0.0327371925974296	-2.01621435034927
PIK3C2A	-0.340557379829608	7.70833519356012	-4.18961385159683	0.00304051103928844	0.0327371925974296	-2.01646658543695
HSD17B12	-0.627665981107342	9.67969589528847	-4.18521328989013	0.00305887056021713	0.0329127061825786	-2.02284600982972
FAM53A	1.36804696659062	4.68560363745566	4.18395761169543	0.00306413126179408	0.0329249964682967	-2.02466683544387
DEGS1	-0.44120400106581	11.4592859973084	-4.18217780156157	0.00307160455668306	0.0329831331476195	-2.02724806255199
PROS1	-0.934408731871909	5.69880478502942	-4.17912602184435	0.00308446455707606	0.0329933664331119	-2.03167501858625
ITGB1BP1	0.636890450600321	8.7737346971667	4.17803749494929	0.00308906557948393	0.0329933664331119	-2.03325436132078
HLA-DRB3	-0.904928353473801	7.33894939497507	-4.18139937175544	0.00307487930533445	0.0329933664331119	-2.02837714247648
TNC	-1.04721058046056	3.45049607661784	-4.17844572089799	0.00308733920927524	0.0329933664331119	-2.03266204755878
INO80B	0.559900657653675	5.3825302896856	4.18035639952404	0.0030792728524099	0.0329933664331119	-2.02989006076399
SLC25A12	-0.659415386338074	4.97564114574451	-4.17972423536491	0.00308193915556336	0.0329933664331119	-2.03080714045135
IP6K2	-0.371562095112016	7.23009348946657	-4.17830729452109	0.00308792449191381	0.0329933664331119	-2.03286289417489
SRP14	-0.436964599930876	9.86552343403697	-4.17425332343779	0.00310511832976074	0.0331426815584409	-2.03874607925841
PLP2	-1.45859716639395	3.52924373450531	-4.17277675427728	0.00311140643309477	0.0331876434014358	-2.04088945986162
C12orf34	-1.49820202573294	3.24052719595369	-4.17086341475329	0.00311957499751003	0.0332304361327034	-2.04366729934589
LOC647285	0.388308731304182	11.2685172035681	4.1700807849426	0.00312292291815689	0.0332439510908192	-2.04480368781593
FRAP1	-0.793629118302819	7.81584937616619	-4.16956750081865	0.00312512074014156	0.0332452132495831	-2.0455490285397
RPS3A	0.367705740506514	12.8082994479927	4.16857389384409	0.00312937998898421	0.0332683887259765	-2.0469919495544
C6orf129	-0.387630573881285	8.5413266338645	-4.16284665047569	0.00315405304568207	0.0333679764306234	-2.05531171948977
NUF2	0.644416673244025	5.87661930132183	4.16407281726092	0.00314875310634561	0.0333679764306234	-2.0535301309121
HES6	-2.29078469830786	9.63039049824224	-4.16259787389823	0.00315512952195618	0.0333679764306234	-2.05567321054328
ZSCAN2	-0.458965041973642	7.24390273003618	-4.16408682477114	0.00314869261629142	0.0333679764306234	-2.05350977955248
CAPZA2	-0.438569550876982	10.1187901242065	-4.16548475195694	0.00314266210319763	0.0333679764306234	-2.05147888153375
LOC201725	0.904774507270272	5.22828991611184	4.16253841563903	0.00315538686128007	0.0333679764306234	-2.05575960911506
FTSJ1	0.423315919939029	7.80109324583079	4.16528981987631	0.0031435022722384	0.0333679764306234	-2.05176206131579
PMS2L4	-0.542393013331633	8.02658578293238	-4.16252541316978	0.00315544313985256	0.0333679764306234	-2.05577850301852
RGPD8	-0.749037074855094	5.46914728932685	-4.15889118135625	0.00317121568908524	0.0335126025464533	-2.06106031699575
ZNF259	0.573239911952528	6.20326909841765	4.15803757803805	0.00317493263778416	0.0335297212321868	-2.06230116429266
N4BP1	-0.563911530972995	5.48176403531785	-4.1571789956334	0.00317867600624376	0.0335470961477436	-2.06354935004362
LOC729764	0.661123018038403	5.50116874580769	4.15451788664606	0.0031903085452554	0.0336254735201639	-2.06741864464887
FLJ20489	0.666669609066457	5.74771795861005	4.15346345857092	0.00319493046803766	0.0336520047782965	-2.06895206759677
TOMM6	0.386664809577791	11.1021155151856	4.15252885726821	0.00319903318372586	0.0336730359279741	-2.07031135712196
MTG1	0.786516074464927	4.73983729948027	4.15002551696272	0.00321005036091104	0.0337667731714517	-2.07395281764646
PSMD3	-1.01472810434835	6.57805997201213	-4.14755261582627	0.00322097374414902	0.0338594011802753	-2.07755084041124
UBL3	-0.512895163663629	8.70493185213941	-4.14583023118203	0.00322860558994054	0.0339173290259916	-2.08005736952842
MEIS1	-0.883943843787424	4.48488079525363	-4.14344449690023	0.00323920893743023	0.0340063766911175	-2.08352991788577
LOC648622	0.484066367460285	11.2658199148242	4.14141121378198	0.00324827545161844	0.0340791838555953	-2.08649006963657
KIFC2	0.479745875508668	7.83922695662361	4.13424497522545	0.0032804487943756	0.0342916009478592	-2.09692751668848
NPHP4	0.528991147382022	4.8811501435792	4.13356154447908	0.00328353499600804	0.0342916009478592	-2.09792328162264
LOC100128086	0.811470407157558	6.85794266458861	4.13449963811809	0.00327929960026097	0.0342916009478592	-2.09655648674496
OAZ2	-0.629019022241156	8.38136042006683	-4.13381219691777	0.00328240274934806	0.0342916009478592	-2.09755807131615
LOC100128771	0.436590857976507	8.80847574953037	4.13582020160047	0.00327334736721675	0.0342916009478592	-2.09463263932452
ARD1A	0.360209269775542	9.25660530159512	4.13202974571603	0.00329046358615092	0.03434152890272	-2.10015535742367
WDR27	0.658804633211138	4.72218681675684	4.13150309839075	0.00329284934105709	0.0343440105115211	-2.10092284053035
KHK	0.445237008628292	4.84525056749536	4.13095203023874	0.003295347720124	0.0343476627751386	-2.10172595248359
TIMP2	-1.20537447298762	7.64879155445393	-4.12997011587851	0.00329980449175882	0.0343717094584572	-2.10315707047407
MAP1LC3A	-1.90663519915827	5.99508432012712	-4.12931374716667	0.00330278727909497	0.0343803813837562	-2.10411378612246
C9orf5	-0.866639885811871	8.53930524587603	-4.1250893683513	0.00332205410922659	0.0345584405676147	-2.11027259379273
LOC388339	0.628042351786945	11.6003710158255	4.12340194919955	0.00332978402208661	0.0345938380306321	-2.11273339376079
LACTB	-0.498733496653591	8.38338363050318	-4.12194471250935	0.00333647508530423	0.034640844246058	-2.11485882460137
ATP6V1G2	0.542079178783204	4.46378871089733	4.12084999708956	0.00334151112057823	0.0346706173309054	-2.11645569495156
VCX2	-3.48777988323556	6.02453116591538	-4.11982981553641	0.00334621164939026	0.0346968729326206	-2.11794398845178
NAB2	-0.47743059010343	6.57221458496046	-4.11731502571926	0.00335782909901419	0.0347722341088976	-2.12161329623175
IFNAR2	-0.399194291238985	6.86419526986974	-4.11767303000256	0.00335617259507927	0.0347722341088976	-2.12109088299242
LACTB2	-0.499715337630033	9.36548669113496	-4.11502786842874	0.00336843270198644	0.0348369149237136	-2.12495121152548
NQO2	0.972777785427676	7.54786571140531	4.1154943668708	0.00336626702062089	0.0348369149237136	-2.124270338434
PNKD	-0.720822523646424	6.67231915853481	-4.11151306028665	0.00338479825182864	0.0349835418542263	-2.13008216159943
NUP43	0.45082693527737	8.80597064051567	4.10748152150135	0.00340367531983495	0.034997662179319	-2.13596949816985
NR1D2	0.567554109971431	5.62871769781125	4.11013272796464	0.00339124872156648	0.034997662179319	-2.13209764096741
WRB	0.426603856912953	8.96086035087843	4.10858511585614	0.00339849666050155	0.034997662179319	-2.13435767881576
RTN4	-1.22784277928839	5.93441498759338	-4.10823473550808	0.00340013991375927	0.034997662179319	-2.13486939776022
POLR1C	0.421804274127174	9.03656929513516	4.10781698763628	0.00340210023338316	0.034997662179319	-2.13547952644332
ATP6V1B2	-0.3831985319786	10.1657204844993	-4.10812666139176	0.00340064694462051	0.034997662179319	-2.13502723979279
LOC727803	0.461950419969828	9.56477265367397	4.10970282165853	0.00339326043208565	0.034997662179319	-2.13272541728927
CDKN1B	-0.607657296285431	8.40236736272054	-4.10080405149445	0.00343519146472766	0.0352990207773333	-2.1457255729476
CENPM	0.489495745246223	6.75178277384525	4.09958672352722	0.00344097077388584	0.0353356979471167	-2.14750479092679
C8orf33	0.413812296145244	9.86952045743116	4.09421466632168	0.00346660016638155	0.035553220051491	-2.15535885046083
LOC728888	0.317275276586527	10.2024200460534	4.09290486258553	0.00347288019236797	0.0355947957665202	-2.15727440052536
ETNK1	-0.530703918879041	6.59687066443958	-4.08968950288839	0.00348834866475422	0.0356258630699926	-2.16197775060941
TAX1BP3	-0.552070120260927	7.86535940386926	-4.08949635349333	0.00348928022813236	0.0356258630699926	-2.16226032915869
LOC100130071	0.569598086962906	5.5957093569179	4.08997011733765	0.00348699573279374	0.0356258630699926	-2.16156721918451
SNORD49A	0.71208531428283	5.50332610287581	4.08979838379939	0.00348782364798272	0.0356258630699926	-2.16181845949421
FAM174B	-1.72723175325913	9.07743542847873	-4.08360097492846	0.00351784300582758	0.0358031774794254	-2.17088771161721
BIN3	-1.31557101653258	2.7261557271678	-4.08394590573228	0.00351616492075908	0.0358031774794254	-2.17038280620839
GRAMD4	0.762553903565094	6.02299770340798	4.08370711270605	0.00351732655473513	0.0358031774794254	-2.17073234675957
TRAF6	0.785533347465038	4.11474305679498	4.08474553595299	0.00351227804115684	0.0358031774794254	-2.16921237894806
C5orf28	0.695839845003478	4.51682680674919	4.08311848993766	0.00352019173739285	0.0358042911508742	-2.17159399394459
WDYHV1	-0.427131784025344	7.13420754703729	-4.07744661900924	0.0035479292707524	0.0359948230393783	-2.17989906641393
MFAP3	-0.438263996308524	6.94835018515122	-4.07677402808071	0.00355123405994014	0.0360055049996087	-2.18088419817411
C15orf29	1.29587287112643	3.27341276091304	4.07555298225421	0.00355724216494409	0.0360435646231249	-2.1826727969184
P8	-0.426617180847426	8.20575208871067	-4.07367360444628	0.00356651095590385	0.0361145938403715	-2.18542611670758
MCM5	0.619578117127697	7.80763612183114	4.07125947688756	0.0035784552086532	0.0361897029292575	-2.18896354812554
MFSD8	0.481739247788629	6.5679815941022	4.07150332547051	0.00357724677916606	0.0361897029292575	-2.18860620031745
TMEM115	-0.392254405862774	8.17177638002589	-4.06917017936268	0.00358882707468131	0.0362716536643991	-2.19202563463522
SLC25A29	-0.988224996762297	4.93955055100277	-4.06520814598581	0.00360858469653829	0.0364146289390341	-2.19783401752937
WDR35	0.579833148999328	5.37430843681739	4.06515165792185	0.00360886723271085	0.0364146289390341	-2.19791684480662
LOC644877	0.808267282745268	7.54378988240794	4.06450897774512	0.00361208340091989	0.0364146289390341	-2.19885922345795
CRYBB2	-0.845486731614445	4.57200661517375	-4.06331617722835	0.00361806071765024	0.0364519047350407	-2.2006084041589
CCDC121	0.559656196307395	6.14127115045945	4.06199971430019	0.00362467008643657	0.0364954974886866	-2.20253915010113
ATP11C	0.46610933899498	5.05863695124258	4.06045533402004	0.00363244029214365	0.0365277281956508	-2.20480445836805
LOC731777	0.476121334030084	8.99438981142887	4.0608335609368	0.00363053567160893	0.0365277281956508	-2.20424964292008
PDSS1	0.514809144100323	7.18291347559949	4.05926408581703	0.00363844603748803	0.0365651248858555	-2.20655200745361
PSTK	0.76591059917245	4.86861761590327	4.05846824751689	0.00364246425460018	0.0365825131701019	-2.20771959972837
PFN2	-0.668144211894205	9.4689631349137	-4.05590016402657	0.00365546320250979	0.0366440132570088	-2.21148786900311
DNAJC10	0.604335197840491	8.38668030410229	4.05625865442894	0.00365364562668921	0.0366440132570088	-2.21096178641344
CYP2J2	1.30443870585946	8.44801485070615	4.05530047951023	0.00365850582766512	0.0366515348863018	-2.21236794086223
RLF	-0.52472657128907	6.45887680582968	-4.05424548994087	0.00366386515426251	0.036682241672826	-2.2139163156784
DIP2C	-0.366564910114672	4.73132666268211	-4.05072900661166	0.00368178991102128	0.0368015057539922	-2.2190784179061
TRIM7	-1.15202260905655	4.5965431357963	-4.0508207258591	0.00368132118913242	0.0368015057539922	-2.21894375562012
LOC100130522	-0.844538322095063	3.83792333662647	-4.05055439574971	0.00368268241956267	0.0368015057539922	-2.21933478483458
HDHD1A	-0.499581505388919	6.64108176088692	-4.04764430813178	0.00369759140174899	0.036917446050396	-2.2236080271768
CAD	0.738968201169943	5.74370126537544	4.04738904128484	0.00369890228111417	0.036917446050396	-2.22398292087899
MPZL3	-1.70675545396396	3.21947130634429	-4.04602326116099	0.00370592451108534	0.0369644585201145	-2.22598889992867
AP3M1	-0.389553310294023	9.17596326004843	-4.04509862115136	0.00371068673679863	0.0369888841862053	-2.22734709861827
MIR1909	1.11011191027255	4.17898849817237	4.04351366370673	0.00371886515356886	0.0370473114893536	-2.22967549832921
SYCP3	1.09670378613272	2.58878860025487	4.04285591431934	0.00372226484688034	0.0370580900602551	-2.23064187052557
WARS	-0.412917600041785	7.8343149961196	-4.04188686525973	0.00372727963980484	0.037084924804505	-2.23206571211329
LANCL1	-0.350363685189459	9.30082021555832	-4.03670572487532	0.00375421544109869	0.0372906895232954	-2.23968057172202
DNAJC5	-0.507264749409398	6.28756685434349	-4.03656361919015	0.00375495716633345	0.0372906895232954	-2.23988947839617
DKFZp761P0423	-1.82431277935249	3.78410228895251	-4.03543424488352	0.00376085757926512	0.0373118479870974	-2.24154984375358
MKI67IP	0.346158508280222	9.53859646543938	4.03526266097884	0.00376175489118776	0.0373118479870974	-2.24180211501406
TOP3B	0.584843459303105	7.06279787371245	4.03299162081407	0.00377365319757059	0.0374066590055525	-2.24514147967313
OTUD4	0.572777039351654	6.01549363310641	4.03181740892034	0.00377982093110515	0.0374445829414128	-2.24686832283781
MAF	-2.0487006592341	3.43194627551361	-4.03096517803009	0.00378430419806155	0.0374567021263498	-2.24812176214
APH1A	0.680715559104753	5.48925347816261	4.03069444799578	0.00378572960386398	0.0374567021263498	-2.24851996504245
FAH	0.721595909622325	7.6511574717607	4.02912265113593	0.00379401660063457	0.0375154801654583	-2.25083203194678
SNRK	-0.453097352555004	8.22786803545294	-4.02863302688344	0.00379660203376989	0.0375178429653565	-2.2515523215778
RNF167	0.355415655148883	8.73120566079954	4.02715118555251	0.00380443836414074	0.0375720599161496	-2.25373246182428
SIX4	0.724584263028593	7.42771607433512	4.02615494345869	0.00380971650667449	0.0376009612501348	-2.25519833357181
C16orf72	-0.404357512899	7.19718880423328	-4.02536827649126	0.00381388987318126	0.0376189297854998	-2.25635592893529
C4orf32	1.03528320904216	6.96331416096703	4.02491518679838	0.00381629580155169	0.037619453496307	-2.25702269612802
TARS2	0.400742129850097	6.31783100094327	4.02182794644195	0.00383273270721216	0.0377497405615612	-2.26156660364437
LOC642548	-0.915168423004481	3.49333372146102	-4.02154654615368	0.00383423470335702	0.0377497405615612	-2.26198084093996
LOC729362	0.585391008575917	7.10864725717526	4.02046320966916	0.00384002300804954	0.0377834633081256	-2.26357567168266
EIF2A	0.335640407741735	10.0366585302099	4.01818144154494	0.00385224533309313	0.0378798649975881	-2.26693527669612
TMEM106B	0.881446111936902	4.79067817275891	4.01775042346426	0.00385455878110425	0.0378798649975881	-2.26756997152791
CAST	-0.571832028611533	6.49806254102375	-4.01383757349714	0.00387562908786693	0.0380635340822508	-2.27333295114328
LOC441013	0.686511493931343	5.75320445104902	4.01336984364075	0.00387815604030538	0.0380649704901429	-2.2740219746679
DTL	0.856211932293533	6.38531686515622	4.01288639332881	0.00388076978560254	0.0380672565042938	-2.27473418662704
NFE2L1	-0.627390845546684	7.97040968270585	-4.00869455708231	0.00390351225640147	0.0382082010012183	-2.28091082823455
C10orf58	-1.09361488867054	10.3353445215236	-4.00847690682632	0.00390469700644134	0.0382082010012183	-2.28123159749101
GPAM	0.551865728897187	6.53837868756472	4.00859164404471	0.00390407240158156	0.0382082010012183	-2.28106249894802
PRPS2	0.440130888775531	8.55622336248254	4.00977097598361	0.00389765859280394	0.0382082010012183	-2.27932451188819
SAP30	0.580821513556445	6.47391965680742	4.00024172118603	0.00394980934819336	0.0384279666295131	-2.29337304629304
SMG7	0.495677915909705	7.58497033959051	3.99999127960785	0.00395119001431731	0.0384279666295131	-2.29374242132715
LANCL2	0.476649634357873	6.57940815661382	4.00124680683612	0.00394427359840209	0.0384279666295131	-2.29189073322332
LOC729101	-0.545283567087371	7.60906807852295	-4.00119698954608	0.0039445477825484	0.0384279666295131	-2.29196420127407
LOC390530	1.00815533228982	6.67839941828078	4.00247637293934	0.00393751280665535	0.0384279666295131	-2.29007753373782
LOC650132	0.760977447357886	7.7205326483878	4.00189216723962	0.00394072351801064	0.0384279666295131	-2.29093901736406
CNOT6	-0.708675738100851	7.9968267171396	-4.00337669215941	0.00393257028450931	0.0384279666295131	-2.28874998928469
SNX1	-1.01110899426209	4.73731735551748	-4.00374194891157	0.00393056702020609	0.0384279666295131	-2.28821143889829
FOXD4L1	0.747605821549612	5.58163591085978	3.99934667822548	0.00395474604086197	0.0384391698768037	-2.29469317851138
BCL2L2	-0.34897524444658	8.51760160823665	-3.99837878955659	0.00396009198472278	0.0384677465028752	-2.2961208717619
POLQ	0.433551457834779	7.50228230681177	3.99641667018754	0.0039709532135001	0.0385498305589879	-2.2990154909817
SNORD3A	0.743761407818027	5.49763156003192	3.99558741847231	0.00397555312155715	0.0385710672697677	-2.30023899727696
KIF13B	-1.0386271840437	4.78017086502179	-3.99466637733456	0.00398066890404913	0.0385738879435403	-2.30159803835582
HSPC111	0.339014113443874	7.96095880070171	3.99384123404072	0.00398525804478823	0.0385949672187274	-2.30281567179254
GULP1	-2.14936749571625	8.77804611401262	-3.99081381108514	0.00400214420519955	0.0387350385574671	-2.3072838908047
REEP5	0.356993743044077	11.0212325113542	3.98990086232781	0.00400725146698284	0.038737571768796	-2.30863156078375
ACOX3	-0.769492567378281	6.74644704629431	-3.98685272770864	0.00402435427622051	0.0388559181899093	-2.31313192251702
NEURL1B	0.554261102706376	6.09059206644044	3.98707263375307	0.00402311778183737	0.0388559181899093	-2.31280720570717
ZNF148	-0.498287992186135	8.59498637271357	-3.98498351873942	0.00403488102253907	0.0389340450629916	-2.31589228148812
GALNT11	-0.439199159075013	8.85299952687176	-3.98271096672469	0.00404771912480812	0.0389835493343694	-2.3192488923501
OPN3	0.807198083954788	4.34926599717066	3.98234971849635	0.00404976392797471	0.0389835493343694	-2.31978252621683
COL4A5	1.51920116695443	9.0558845057987	3.98265925015042	0.00404801179235667	0.0389835493343694	-2.31932528674142
AKIRIN1	-0.410663563059668	7.53267788909745	-3.98074447002671	0.0040588636804169	0.0390476362131082	-2.32215399604036
RCOR3	0.476206642529004	8.34788521549848	3.97996544960359	0.0040632876673276	0.0390666906271202	-2.32330498152966
DBT	-0.712432607954996	4.74936870378551	-3.97866804810639	0.00407066699565606	0.0390671636215754	-2.32522203907809
MYLIP	1.17698986573069	8.63487394335099	3.97695507272468	0.00408043207575229	0.0391373895976025	-2.32775348979184
TPR	0.344831391854872	7.45972681086263	3.97648201589747	0.00408313324128386	0.0391398185820669	-2.32845264480372
LHFP	0.640393216200609	5.43968990074931	3.97423352360332	0.00409599847384416	0.0392396162961619	-2.33177620523587
ARFGAP3	0.394452483397624	9.06377124181335	3.97180209308245	0.00410995944430192	0.0393383834528324	-2.3353709115951
NUP210	-0.385936698745407	6.12846575825077	-3.97016877165515	0.0041193664669169	0.0393383834528324	-2.33778609867478
TSPAN3	-0.648359410226016	9.58320219247325	-3.97148127674655	0.00411180534530239	0.0393383834528324	-2.33584527432129
MPZL1	0.600031014289092	8.5805282559695	3.97028471294594	0.00411869794762333	0.0393383834528324	-2.33761464524167
RIT1	0.439730055289515	5.87166732572588	3.9649777155801	0.00414941792790672	0.0395752253747125	-2.34546439537277
LOC730167	0.581292250882445	8.61050238000426	3.96473444476841	0.00415083200659158	0.0395752253747125	-2.34582431259252
LOC100128221	1.06965572791534	5.29886160236834	3.96421804398154	0.00415383544422283	0.039580259188128	-2.34658834884627
RNASEH2B	0.946062329402229	6.40892357277461	3.96338932299552	0.00415866024595962	0.0395885868299893	-2.34781454793225
MTO1	0.605400025492505	8.66893904259691	3.96294275787995	0.00416126263674484	0.0395885868299893	-2.34847533523795
NOTCH1	0.73800747977389	6.54439662449565	3.95773143881298	0.00419176160165939	0.0397864335299017	-2.35618848977695
HDAC3	-0.424471527109082	8.48844303203357	-3.95835859909816	0.00418807850694659	0.0397864335299017	-2.35526005815367
PMM1	0.329855109949253	8.95660989261739	3.95746968802254	0.0041932998017974	0.0397864335299017	-2.35657599381833
LMO4	0.81957351373736	9.32143616387636	3.95711591239054	0.00419537975679619	0.0397864335299017	-2.35709974838383
NACA2	0.833999853193286	3.67410587041478	3.95806074480155	0.00418982726839622	0.0397864335299017	-2.35570098749416
LYRM7	0.446999054872417	8.0291173848721	3.95662267090977	0.00419828152331927	0.0397903516753716	-2.35783000509677
OSGEP	0.507084166239054	7.35691403152717	3.95607030935249	0.00420153365473168	0.039797583889517	-2.35864782792734
PFDN6	0.35634377451006	8.21779964329606	3.95539658359842	0.00420550400272237	0.0398116065716566	-2.35964539514628
TMEM64	0.385456400737047	6.36678707623226	3.95042243522208	0.00423494222742095	0.0400428688789081	-2.36701229378743
LOC650369	-0.716204198594362	10.5998021721118	-3.94829345984906	0.00424760956675471	0.0401389062428139	-2.37016636089905
SSR2	0.408593471411223	10.1915063727983	3.94628787382808	0.00425957995876599	0.0402282480571231	-2.37313816156737
SNURF	-0.426227529414902	11.2108456704592	-3.94410041467114	0.00427267716785955	0.0403201988464603	-2.3763800454574
FLJ20254	0.393389371531276	5.72853583480139	3.94381992679387	0.00427435968758211	0.0403201988464603	-2.3767957819398
SIPA1L2	0.668138915672666	4.97985655787063	3.9372799772419	0.00431379218195758	0.040620272789941	-2.38649210080503
OSTC	0.471934354997243	9.95412520087828	3.93563226684304	0.0043237884792245	0.040690437901307	-2.38893591039895
OPA3	-0.663735250732195	6.44113596708907	-3.93504873537608	0.00432733459565246	0.0406939285717827	-2.3898014614228
OSBPL9	-0.361870395001445	7.39259450386407	-3.93473381841666	0.00432924964041543	0.0406939285717827	-2.39026859524577
PES1	0.360718044422812	7.43515662563268	3.93342533304709	0.00433721643100615	0.0407214115502202	-2.39220968048738
HNRNPU	0.896600736627702	5.43233755767574	3.93341701716795	0.00433726711301677	0.0407214115502202	-2.39222201746044
SHKBP1	-0.591181419284887	4.43662472034618	-3.93283352102913	0.00434082487979047	0.0407308973022123	-2.39308768181867
HS1BP3	0.873450922506966	6.0895395618124	3.92912072272233	0.00436353652112261	0.0408960055312013	-2.39859694423085
CUTL1	-0.363209713456453	6.67759776291595	-3.92936555488956	0.00436203493229788	0.0408960055312013	-2.3982335939031
LOC285359	0.510875567023659	3.87416229922923	3.92681294654355	0.00437771771225827	0.0409808714878791	-2.40202224373281
GTF2IRD2P	0.722306048855779	4.8192932717534	3.92555827776348	0.00438544834726802	0.0410292180365526	-2.40388476228491
BTBD3	0.457167967318414	6.94468181585063	3.92384559408992	0.00439602469350038	0.0410800928254691	-2.40642751511638
RNF157	-0.657547453568443	3.91741209270931	-3.92341738265979	0.00439867330497113	0.0410808338044295	-2.40706332203023
FKBP3	-0.354451719266812	6.67153278695335	-3.92220454949238	0.00440618432582348	0.041102964519015	-2.4088642597852
GPR137C	1.18005832803415	3.75435396502873	3.92256099839423	0.00440397542703825	0.041102964519015	-2.40833494879851
HIST2H2AC	-0.900675053622204	7.97195564605402	-3.92165132909799	0.00440961496380537	0.0411109817237808	-2.40968579992924
LOC644935	0.546973457905855	6.86745953833759	3.91722087407802	0.00443719276250091	0.0413439831466358	-2.41626649692302
LOC149351	0.706364818469665	3.43066727628963	3.91445866402144	0.00445448001106456	0.0414567409178762	-2.42037056216803
TMEM86B	-1.61801936467006	3.02292927976488	-3.91119832377552	0.00447497782330586	0.0416232812198007	-2.42521599406956
FLJ39653	0.55970011333318	4.55297752332291	3.91050948680167	0.00447932148614556	0.0416334586729484	-2.42623989843219
